pm,keyword,score
Indira Gandhi,different forums,0.4512
Indira Gandhi,crash rural employment,0.713
Indira Gandhi,farming programmes expected,0.6703
Indira Gandhi,rs 235 envisaged,0.658
Indira Gandhi,labour receive support,0.641
Indira Gandhi,incorporated fourth plan,0.5971
Indira Gandhi,vajpayee felt entire,0.5662
Indira Gandhi,public speeches programme,0.54
Indira Gandhi,concern 73,0.5238
Indira Gandhi,absorb,0.4569
Indira Gandhi,technicians engineers educated,0.4454
Indira Gandhi,west bengal youngest,0.4326
Indira Gandhi,khadilkar,1.2911000000000001
Indira Gandhi,das munshi,0.8835999999999999
Indira Gandhi,hether managers,0.4078
Indira Gandhi,west bengal accusing,0.6896
Indira Gandhi,fair elections want,0.6805
Indira Gandhi,intimidation,0.5922
Indira Gandhi,35 polling stations,0.5909
Indira Gandhi,bombs hurled cpm,0.5884
Indira Gandhi,jana sangh,1.7437
Indira Gandhi,tome particular incident,0.5659
Indira Gandhi,police crp league,0.5567
Indira Gandhi,processes aw replied,0.5416
Indira Gandhi,later charge extended,0.5363
Indira Gandhi,police van fortunately,0.5279
Indira Gandhi,available test legality,0.516
Indira Gandhi,state sorry say,0.4993
Indira Gandhi,han course,0.4871
Indira Gandhi,place west,0.4686
Indira Gandhi,various issues hippies,0.7322
Indira Gandhi,dacoit menace,0.5849
Indira Gandhi,going viet nam,0.5689
Indira Gandhi,conducted speeches public,0.5677
Indira Gandhi,offer cease welcomed,0.5665
Indira Gandhi,role soviet union,0.5652
Indira Gandhi,contradicted said,0.5604
Indira Gandhi,94,0.5396
Indira Gandhi,operation believed triumphs,0.5259
Indira Gandhi,pakistan neighbours quarrel,0.4845
Indira Gandhi,does desire live,0.4828
Indira Gandhi,big cities affluent,0.4618
Indira Gandhi,way worse,0.4268
Indira Gandhi,mukerjee objected themon,0.7024
Indira Gandhi,issues motions matters,0.6401
Indira Gandhi,vajpayee hiding,0.6034
Indira Gandhi,abused elections glad,0.5868
Indira Gandhi,england daily express,0.546
Indira Gandhi,pakistan doing,0.5433
Indira Gandhi,freedom struggle freedom,0.5307
Indira Gandhi,join censure,0.5306
Indira Gandhi,time confidence specific,0.5233
Indira Gandhi,february 1969,0.5179
Indira Gandhi,quote main question,0.4979
Indira Gandhi,sangh tell,0.4946
Indira Gandhi,certainly kind,0.4878
Indira Gandhi,public make parties,0.4812
Indira Gandhi,bldejjee redliii,0.4037
Indira Gandhi,friendship particular nation,0.757
Indira Gandhi,position simla,0.5589
Indira Gandhi,middle way,1.8763
Indira Gandhi,yes say,0.5344
Indira Gandhi,question strangely suspiciously,0.5252
Indira Gandhi,bangladesh wholly illogical,0.5217
Indira Gandhi,mishraji stopping,0.5212
Indira Gandhi,weaknesses apathy called,0.5148
Indira Gandhi,used solution national,0.5008
Indira Gandhi,concern press prisoners,0.4888
Indira Gandhi,violence grown law,0.4794
Indira Gandhi,spectacular 1962 difficulties,0.4656
Indira Gandhi,silent fate bengali,0.4612
Indira Gandhi,indulgence dramatics,0.461
Indira Gandhi,statement depth alternative,0.4107
Indira Gandhi,sbyamnandan mishra remark,1.38
Indira Gandhi,true problems unemployment,0.6476
Indira Gandhi,malaise hit weaker,0.5863
Indira Gandhi,students change anti,0.5858
Indira Gandhi,valuable right,0.5708
Indira Gandhi,burry voters deprived,0.5529
Indira Gandhi,individuals president,0.5421
Indira Gandhi,dialogue dialogue kind,0.5318
Indira Gandhi,history religious,0.4897
Indira Gandhi,just anxious anybody,0.4814
Indira Gandhi,jumping bandwagon present,0.4763
Indira Gandhi,young arrested,0.4488
Indira Gandhi,black marketeers live,0.4425
Indira Gandhi,democracy strong threaten,0.702
Indira Gandhi,centre weak say,0.6905
Indira Gandhi,interruption heard instability,0.6271
Indira Gandhi,assemblies dissolved right,0.6055
Indira Gandhi,mathew kurian intervention,0.5839
Indira Gandhi,mariswamy observations sorry,0.5515
Indira Gandhi,handle law order,0.4673
Indira Gandhi,holds different parts,0.4667
Indira Gandhi,madurai dated,1.0442
Indira Gandhi,kcrala,0.4592
Indira Gandhi,say know meaning,0.4506
Indira Gandhi,dharnain,0.4405
Indira Gandhi,draw draft outline,0.4094
Indira Gandhi,163 amon,0.4059
Indira Gandhi,controls synonymous socialism,0.6844
Indira Gandhi,gupta remark sent,0.6318
Indira Gandhi,entrepreneurs prevent taking,0.5999
Indira Gandhi,industry question,0.5948
Indira Gandhi,industrial workers lower,0.5727
Indira Gandhi,paid countries know,0.5589
Indira Gandhi,hoped modify,0.5366
Indira Gandhi,families increase bonus,0.5363
Indira Gandhi,quantum work,0.5074
Indira Gandhi,courage determination,0.4706
Indira Gandhi,big public,0.4573
Indira Gandhi,china chile,0.4537
Indira Gandhi,apex body,0.4282
Indira Gandhi,vlsakhapatnam,0.9239999999999999
Indira Gandhi,lower price distress,0.7015
Indira Gandhi,shortage sugar coming,0.6567
Indira Gandhi,farmers told did,0.6448
Indira Gandhi,regarding matters hesitated,0.6009
Indira Gandhi,announced higher,0.5674
Indira Gandhi,plant sugarcane fact,0.5639
Indira Gandhi,111 happens,0.5417
Indira Gandhi,employment created economic,0.5143
Indira Gandhi,previous level fanners,0.5094
Indira Gandhi,consultations states astonished,0.4781
Indira Gandhi,10 yell 189,0.47
Indira Gandhi,period janata,0.4641
Indira Gandhi,rule plan finalised,0.4618
Indira Gandhi,arise law,0.4449
Indira Gandhi,way certainly,0.3606
Indira Gandhi,opposite deep concern,0.7191
Indira Gandhi,communal violence janata,0.6377
Indira Gandhi,east pakistan 1964,0.5919
Indira Gandhi,intensified patrolling border,0.5792
Indira Gandhi,end april 1977,0.5575
Indira Gandhi,mr sharma foot,0.5378
Indira Gandhi,capital 33,0.5117
Indira Gandhi,burnt harijans drinking,0.5068
Indira Gandhi,assamese languages,0.4797
Indira Gandhi,actually anybody went,0.4708
Indira Gandhi,swimming road broken,0.4673
Indira Gandhi,local local,0.4529
Indira Gandhi,saroj khaparde,0.4331
Indira Gandhi,pumea,0.412
Indira Gandhi,wake partition migration,0.4066
Indira Gandhi,universities interfered,0.7154
Indira Gandhi,janata regime history,0.6096
Indira Gandhi,saha institute nuclear,0.5918
Indira Gandhi,chakraborty 222,1.1324
Indira Gandhi,publicly possible forum,0.5616
Indira Gandhi,regarding afghanistan leaders,0.5601
Indira Gandhi,relations neighbours doing,0.5505
Indira Gandhi,port called normalisation,0.503
Indira Gandhi,english talking primary,0.5027
Indira Gandhi,work lessening international,0.4832
Indira Gandhi,feel confirmed,0.4807
Indira Gandhi,especially non,0.4791
Indira Gandhi,taki polytechnics,0.4664
Indira Gandhi,untiring work iron,0.3509
Indira Gandhi,situation needs concerted,0.6644
Indira Gandhi,hope world saying,0.6132
Indira Gandhi,shakespeare say time,0.6105
Indira Gandhi,achievements reiterate,0.5929
Indira Gandhi,come humans,0.5723
Indira Gandhi,world nature myriad,0.5683
Indira Gandhi,amendments withdraw,0.5678
Indira Gandhi,mental attitude,0.5451
Indira Gandhi,industrial workers scientists,0.5425
Indira Gandhi,231,0.5239
Indira Gandhi,destroy far,0.5183
Indira Gandhi,barriers national international,0.4966
Indira Gandhi,instead viewing,0.4914
Indira Gandhi,defence service let,0.4578
Indira Gandhi,fragments creates,0.4576
Indira Gandhi,arming pakistan,0.7177
Indira Gandhi,ocean amendments deal,0.5709
Indira Gandhi,pactor pact attack,0.569
Indira Gandhi,days representative speaking,0.5642
Indira Gandhi,sure hon realise,0.5467
Indira Gandhi,world economic,0.5417
Indira Gandhi,766,0.4949
Indira Gandhi,rights commission untenable,0.4944
Indira Gandhi,friendship lukewarm,0.4925
Indira Gandhi,opportunity success appeal,0.4668
Indira Gandhi,battered storms arise,0.4655
Indira Gandhi,sum total increasing,0.4461
Indira Gandhi,island island cut,0.4406
Indira Gandhi,melbourne cancun,0.4307
Indira Gandhi,inflation 1980 81,0.7329
Indira Gandhi,countries need oil,0.6466
Indira Gandhi,stability,0.599
Indira Gandhi,1974 75 manner,0.5892
Indira Gandhi,public distribution remember,0.5858
Indira Gandhi,repeating allegations answer,0.567
Indira Gandhi,international conferences price,0.5438
Indira Gandhi,consumer major,0.5351
Indira Gandhi,know age,0.5336
Indira Gandhi,record 15 million,0.5331
Indira Gandhi,exceedingly good janata,0.5202
Indira Gandhi,unfortunately nature took,0.5178
Indira Gandhi,excise duty reliefs,0.5082
Indira Gandhi,did does production,0.4698
Indira Gandhi,imports action,0.4407
Indira Gandhi,kerala rigged told,0.6805
Indira Gandhi,congo concerned,0.6247
Indira Gandhi,actual speeches touched,0.6083
Indira Gandhi,cabinet hopes shadow,0.5511
Indira Gandhi,electoral independent,0.5367
Indira Gandhi,suggestions,0.5166
Indira Gandhi,29 july 1970,0.4872
Indira Gandhi,dumpty fall,0.4719
Indira Gandhi,power proof proof,0.4615
Indira Gandhi,asoka mehta,0.4565
Indira Gandhi,commission law courts,0.4477
Indira Gandhi,cabinet completely shattered,0.439
Indira Gandhi,kind doubt cast,0.4131
Indira Gandhi,old argument prakash,0.6521
Indira Gandhi,investment democracy coming,0.6135
Indira Gandhi,courageously meet challenges,0.5945
Indira Gandhi,blame irrigation greatly,0.5374
Indira Gandhi,abollt slowing rail,0.536
Indira Gandhi,ohviously time,0.5253
Indira Gandhi,bondage meant,0.5186
Indira Gandhi,pf legislators spent,0.5124
Indira Gandhi,vir shastri,0.497
Indira Gandhi,reliant let history,0.4908
Indira Gandhi,half nation born,0.4906
Indira Gandhi,history record group,0.4686
Indira Gandhi,aspects award agreement,0.447
Indira Gandhi,post independence,0.7018
Indira Gandhi,advanced agriculture changed,0.6487
Indira Gandhi,fernandes remarks illiteracy,0.601
Indira Gandhi,think poverty wantor,0.597
Indira Gandhi,science technology problems,0.5696
Indira Gandhi,broad shoulders said,0.5566
Indira Gandhi,mistakes consider right,0.5472
Indira Gandhi,friends views mixed,0.531
Indira Gandhi,plan range plan,0.4913
Indira Gandhi,success day giving,0.4619
Indira Gandhi,change outlook post,0.455
Indira Gandhi,keeps eyes closed,0.4435
Indira Gandhi,kanwarlal,0.4246
Indira Gandhi,bihar tenancy carried,0.7459
Indira Gandhi,state reviewing ceiling,0.6226
Indira Gandhi,reforms long talked,0.6181
Indira Gandhi,west bengal president,0.6133
Indira Gandhi,largest owners surplus,0.6061
Indira Gandhi,land army,0.5547
Indira Gandhi,banks increased 14,0.5359
Indira Gandhi,produce lowest mter,0.5071
Indira Gandhi,entirely false charges,0.5038
Indira Gandhi,judgment ministerial group,0.5021
Indira Gandhi,scale industries road,0.4861
Indira Gandhi,june 1969 70,0.486
Indira Gandhi,mussolini read books,1.041
Indira Gandhi,everybody mind naturally,0.4694
Indira Gandhi,gandhian way persuasion,0.7607
Indira Gandhi,heard dmk,0.6349
Indira Gandhi,houses reluctant,0.6103
Indira Gandhi,communist matters differ,0.5979
Indira Gandhi,debates motley,0.5868
Indira Gandhi,trusteeship businessmen attended,0.5619
Indira Gandhi,wizard hon thought,0.5275
Indira Gandhi,worked single case,0.5264
Indira Gandhi,ship crop sea,0.5087
Indira Gandhi,mathura babuji,0.5043
Indira Gandhi,view going limit,0.4893
Indira Gandhi,himon specific,0.4817
Indira Gandhi,places best facilities,0.4351
Indira Gandhi,absolutely ridiculous,0.8526
Indira Gandhi,gupta remark,0.6902
Indira Gandhi,railway want suffer,1.2734
Indira Gandhi,say subject discussions,0.5634
Indira Gandhi,advertisements abusing plenty,0.5627
Indira Gandhi,scapegoats vocal,0.5317
Indira Gandhi,newspapers areas purpose,0.5293
Indira Gandhi,fantastic nonsense just,0.5027
Indira Gandhi,aggression international,0.4823
Indira Gandhi,policies passed legislatures,0.4744
Indira Gandhi,founded responding sbri,0.4744
Indira Gandhi,piloo,0.4556
Indira Gandhi,mr mody free,0.4405
Indira Gandhi,experience going useful,0.668
Indira Gandhi,said black money,0.587
Indira Gandhi,simple life,0.5817
Indira Gandhi,interests shortages increase,0.5463
Indira Gandhi,world agriculture subjects,0.5365
Indira Gandhi,continuance subsidy section,0.5301
Indira Gandhi,matter army deal,0.5162
Indira Gandhi,workers district,0.5002
Indira Gandhi,finance explained,0.4969
Indira Gandhi,evaders said smuggling,0.468
Indira Gandhi,colleges greatest,0.4539
Indira Gandhi,unfortunately adequate,0.4316
Indira Gandhi,shyamnandan misbra,1.4013
Indira Gandhi,houses monopoly houses,0.413
Indira Gandhi,infrastructure improved improving,0.6952
Indira Gandhi,imf loan insinuations,0.651
Indira Gandhi,gandhi say jan,0.6317
Indira Gandhi,say concerned unemployment,0.6246
Indira Gandhi,communalism persistent long,0.5887
Indira Gandhi,354 budgetary,0.5851
Indira Gandhi,jamshedpur inquiry,0.5822
Indira Gandhi,politically economically militarily,0.576
Indira Gandhi,birla institute away,0.5602
Indira Gandhi,atmosphere merely question,0.5319
Indira Gandhi,inter dependence rest,0.5235
Indira Gandhi,agriculture agriculture,0.5201
Indira Gandhi,complacency complacent,0.5039
Indira Gandhi,sharief,0.4572
Indira Gandhi,sort jumping,0.4064
Indira Gandhi,solution problem unemployment,0.7165
Indira Gandhi,prices increased gnp,0.5961
Indira Gandhi,majority advanced countries,0.5785
Indira Gandhi,sangh rss want,0.5611
Indira Gandhi,committed democratic confess,0.5539
Indira Gandhi,spoken lengthening zero,0.5307
Indira Gandhi,anata period took,0.53
Indira Gandhi,charan singh proper,0.5258
Indira Gandhi,13 cent 1979,0.5149
Indira Gandhi,colleagues little shown,0.4894
Indira Gandhi,blindings bhagalpur,0.4868
Indira Gandhi,does lead,0.4611
Indira Gandhi,time west bengal,0.452
Indira Gandhi,index,0.4504
Indira Gandhi,way loudly,0.4272
Indira Gandhi,planning commission perspective,0.6831
Indira Gandhi,monsoon ibis,0.6054
Indira Gandhi,xavier regarding reorganisation,0.5972
Indira Gandhi,contingencies failure,0.5805
Indira Gandhi,dependence foreign aid,0.5565
Indira Gandhi,executive functions,0.5542
Indira Gandhi,speakers believe desai,0.5515
Indira Gandhi,moved period varying,0.5133
Indira Gandhi,level chief ministers,0.5003
Indira Gandhi,calamities overtake certainly,0.4921
Indira Gandhi,ls deb,1.9788000000000001
Indira Gandhi,impression kind,0.4705
Indira Gandhi,possible devise programme,0.4475
Indira Gandhi,19 april 1968,0.433
Indira Gandhi,statements contradictory figures,0.7301
Indira Gandhi,fourth plan outlay,0.6923
Indira Gandhi,plan ladakh state,0.6163
Indira Gandhi,meetings leading agriculturists,0.5699
Indira Gandhi,resources adding schemes,0.5666
Indira Gandhi,council responding nsth,0.5613
Indira Gandhi,time think possible,0.5484
Indira Gandhi,rs 32,0.5415
Indira Gandhi,final review,0.5364
Indira Gandhi,industrial production trebled,0.5044
Indira Gandhi,yes glad want,0.4833
Indira Gandhi,know hill,0.4616
Indira Gandhi,77 posts abolished,0.4596
Indira Gandhi,mining machinery types,0.4094
Indira Gandhi,policies communists swatantra,0.6974
Indira Gandhi,election replying,0.6418
Indira Gandhi,president said,1.2162
Indira Gandhi,monsoons failed repeatedly,0.5419
Indira Gandhi,bhupesb gupta quipped,0.5339
Indira Gandhi,study solved dogmatic,0.5331
Indira Gandhi,great pleuure commissioner,0.5284
Indira Gandhi,27 march 1967,0.5139
Indira Gandhi,borders effect economy,0.5035
Indira Gandhi,sang glad pleasure,0.503
Indira Gandhi,differ considerably really,0.4898
Indira Gandhi,energy alliance,0.4526
Indira Gandhi,ce 807,0.4458
Indira Gandhi,time maximum damage,0.429
Indira Gandhi,election war excuse,0.6857
Indira Gandhi,bengal urging dismissed,0.562
Indira Gandhi,speeches certainly,0.549
Indira Gandhi,council ministers deb,1.0768
Indira Gandhi,listened carefully missed,0.5238
Indira Gandhi,standards matters weighed,0.5157
Indira Gandhi,22 november 1973,0.4755
Indira Gandhi,confidence beginning single,0.4687
Indira Gandhi,guha,0.4547
Indira Gandhi,colleague shrimatimaya ray,0.4514
Indira Gandhi,head change facts,0.4274
Indira Gandhi,brilliant humour depth,0.4178
Indira Gandhi,kdow,0.6147
Indira Gandhi,plan gaps additional,0.6885
Indira Gandhi,finance commission examines,0.6777
Indira Gandhi,assistance given unconstitutional,0.6252
Indira Gandhi,capital account,0.5938
Indira Gandhi,article 282 293,0.5741
Indira Gandhi,rs 275,0.5739
Indira Gandhi,certainly details assistance,0.5698
Indira Gandhi,federal set hon,0.5681
Indira Gandhi,taxation led greater,0.5677
Indira Gandhi,states appreciate objective,0.5471
Indira Gandhi,long non,0.5265
Indira Gandhi,response specific recommendation,0.5187
Indira Gandhi,masani chose,0.501
Indira Gandhi,black money putting,0.4881
Indira Gandhi,like just,0.4116
Indira Gandhi,reddy remark,0.689
Indira Gandhi,political motives,0.6628
Indira Gandhi,centre monarch states,0.6222
Indira Gandhi,advocate internationally richer,0.6101
Indira Gandhi,implementation land reforms,0.5803
Indira Gandhi,public financial,0.5526
Indira Gandhi,mendicants misleading description,0.5404
Indira Gandhi,453 hon jain,0.5247
Indira Gandhi,orissa mysore,0.5031
Indira Gandhi,scientists helping matter,0.5
Indira Gandhi,step mother just,0.476
Indira Gandhi,monuments certainly great,0.4399
Indira Gandhi,saiyid nurul,0.4212
Indira Gandhi,trouble verify,0.4005
Indira Gandhi,fiscal proposals,0.7159
Indira Gandhi,imperatives growth needs,0.634
Indira Gandhi,rich increased,0.5701
Indira Gandhi,consent views vary,0.5668
Indira Gandhi,wholly partly endeavouring,0.5507
Indira Gandhi,hundreds burden poverty,0.5419
Indira Gandhi,removed concluding 1970,0.521
Indira Gandhi,resources easy evolve,0.5194
Indira Gandhi,468,0.5093
Indira Gandhi,views order necessary,0.5083
Indira Gandhi,single person gets,0.4867
Indira Gandhi,viswanatham afraid,0.4818
Indira Gandhi,holiday father said,1.0268
Indira Gandhi,like thank hon,0.9116
Indira Gandhi,sarkar committee improve,0.699
Indira Gandhi,defending csir said,0.679
Indira Gandhi,oppenheimer opposed,0.6015
Indira Gandhi,scientists matter gone,0.5692
Indira Gandhi,guha thought,0.5536
Indira Gandhi,witch hunting witnessed,0.5417
Indira Gandhi,hon spoke just,0.5397
Indira Gandhi,wu hydrogen bomb,0.5326
Indira Gandhi,peculiar stem,0.5179
Indira Gandhi,histories purpose,0.5166
Indira Gandhi,evidence representations,0.4636
Indira Gandhi,hoth houses,0.4382
